product_name,description,price,rating,review_title,review_text
"Apple iPhone X, US Version, 256GB, Silver - AT&T (Renewed)","[""What's in the box: Certified Refurbished iPhone, USB Cable/Adapter.""]",264.0,5.0,Happy with the purchase,"I bought this for my fiancé and he loves it so far! The only thing that I would complain about is the battery life. It doesn’t last as long, but its still pretty good. Very happy with the purchase."
"Apple iPhone 8, US Version, 256GB, Space Gray - T-Mobile (Renewed)","['The iPhone 8 is the first smartphone by Apple made exclusively of durable glass front and back, engineered to endure dust and water splash. It is powered by the 64-bit “Apple A11 Bionic” processor and has two internal storages available: 64 GB or 256 GB of flash storage. It features a 4.7-inch widescreen multi-touch IPS display (“Retina HD”) and dual cameras – a back 12-megapixel 4K camera with optical image stabilization and a front 7-megapixel “FaceTime HD” camera with 1080p video support.']",161.0,5.0,Fantastic Refurbished Phone!,"Phone works great, battery life great and the phones condition fantastic, I swear it look brand new! Great value for the money!"
"Apple iPhone 12 Pro Max, 128GB, Gold - Fully Unlocked (Renewed)","['This pre-owned or refurbished product has been professionally inspected and tested to work and look like new. How a product becomes part of Amazon Renewed, your destination for pre-owned, refurbished products: A customer buys a new product and returns it or trades it in for a newer or different model. That product is inspected and tested to work and look like new by Amazon-qualified suppliers. Then, the product is sold as an Amazon Renewed product on Amazon. If not satisfied with the purchase, renewed products are eligible for replacement or refund under the Amazon Renewed Guarantee.']",656.0,1.0,me tocó antes de comprar esta clase de producto estoy desencionada😏,Mala cálida y súper carro lean bien antes de comprar producto renovado
"Apple iPhone XR, US Version, 64GB, Black - AT&T (Renewed)","['With the iPhone XR you get a roomy 6.1-inch display, fast enough performance from Apple\'s A12 Bionic processor and good camera quality in a colorful design and affordable package. Apple has included the all-new Liquid Retina LCD as the display on the iPhone XR.\xa0Apple released the iPhone XR with a smattering of color options. Both the glass back and the metal frame are brightly colored, with the glass using an in-depth seven-layer color process to achieve the rich finish and the Apple-exclusive aluminum alloy anodized to match. Instead of 3D Touch, the iPhone XR replicates the experience through ""Haptic Touch"". Advanced Face ID lets you securely unlock your iPhone and log in to apps with just a glance.']",226.0,5.0,Worth the buy!!!,Arrived quicker than expected!! Amazing phone!! Super easy to set up. Just had to put the SIM card from my old phone into this one and boom ready to go!!!! Fantastic came with a charger and block! Already fully charged and came with a screen protector. Above all it’s a great phone! I love it!
"Apple iPhone SE (2nd Generation), US Version, 128GB, Red for GSM (Renewed)","[""iPhone SE is the powerful 4.7-inch iPhone. Features A13 Bionic, one of the fastest chips in a smartphone, for incredible performance in apps, games, and photography. Portrait mode for studio-quality portraits and six lighting effects. Next-generation Smart HDR for incredible detail across highlights and shadows. Cinematic-quality 4K video. And all the advanced features of iOS. With long battery life and water resistance, it's so much of the iPhone you love, in a not so big size.""]",156.15,5.0,Great deal!,"I made the awful mistake of switching to Android a couple of months ago, but had enough and wanted to switch back. I didn't want to spend a bunch of money because I had just paid off my Samsung mistake, so got one of these. The last iPhone I had before the switch was the iPhone 11 and this SE is just as good. The only thing you're missing is the utra-wide angle lens but it still takes amazing photos and videos. I like having the home button and the small lightweight size is also nice. 128gb is great for recording videos and overall I'm very happy. The battery health on mine when received is 86%, which is within the range of a used 2 year old phone, and I've had no trouble making it though a whole day of normal use. In fact the battery is still better than my newer Samsung Z flip I'm switching back from.<br />Anyway, if you made a similar mistake as me, this is a great cheap way to come back to the best phones."
"Apple iPhone XR, US Version, 64GB, Black - AT&T (Renewed)","['With the iPhone XR you get a roomy 6.1-inch display, fast enough performance from Apple\'s A12 Bionic processor and good camera quality in a colorful design and affordable package. Apple has included the all-new Liquid Retina LCD as the display on the iPhone XR.\xa0Apple released the iPhone XR with a smattering of color options. Both the glass back and the metal frame are brightly colored, with the glass using an in-depth seven-layer color process to achieve the rich finish and the Apple-exclusive aluminum alloy anodized to match. Instead of 3D Touch, the iPhone XR replicates the experience through ""Haptic Touch"". Advanced Face ID lets you securely unlock your iPhone and log in to apps with just a glance.']",226.0,5.0,Just what we needed,"My wife needed a new phone, but she loves her old phone so much that she didn’t care about the crack screen and other issues. Finally I made the switch to mint mobile and guess what her phone was not compatible. Last year I made the switch to iPhone and I’m loving it, I bought mine refurbished as well so I decided to go ahead and get her one. The phone is in perfect condition every thing was so easy to set up. And now she has wireless CarPlay in her BMW! This phone still has years of support and it updated to 15.5 so I’m sure we will get our money’s worth. I’m happy watching her realize how much a new phone can affect your day to day life."
"Apple iPhone 11 Pro, 64GB, Midnight Green - Unlocked (Renewed)","['Shoot amazing videos and photos with the Ultra Wide, Wide, and Telephoto cameras. Capture your best low-light photos with Night mode. Watch HDR movies and shows on the Super Retina XDR display—the brightest iPhone display yet. Experience unprecedented performance with A13 Bionic for gaming, augmented reality (AR), and photography. All in the first iPhone powerful enough to be called Pro.']",378.18,1.0,Mala calidad,Me salió defectuoso
"Apple iPhone 8, US Version, 256GB, Space Gray - T-Mobile (Renewed)","['The iPhone 8 is the first smartphone by Apple made exclusively of durable glass front and back, engineered to endure dust and water splash. It is powered by the 64-bit “Apple A11 Bionic” processor and has two internal storages available: 64 GB or 256 GB of flash storage. It features a 4.7-inch widescreen multi-touch IPS display (“Retina HD”) and dual cameras – a back 12-megapixel 4K camera with optical image stabilization and a front 7-megapixel “FaceTime HD” camera with 1080p video support.']",161.0,1.0,The quality,I have to replace the battery when in fact they knew the phone battery needs to be replaced the phone do not keep a charge.
"Apple iPhone 13, 128GB, Green - T-Mobile (Renewed)","[""Your new superpower. A superbright display in a durable design. Hollywood-worthy video shooting made easy. A lightning-fast chip. And a big boost in battery life you'll notice every day.""]",598.0,5.0,Perfect...,"Ordered this phone for my daughter, she loves it..<br />It came exactly how it was advertised.... Would highly recommend."
"Apple iPhone XR, US Version, 64GB, Black - AT&T (Renewed)","['With the iPhone XR you get a roomy 6.1-inch display, fast enough performance from Apple\'s A12 Bionic processor and good camera quality in a colorful design and affordable package. Apple has included the all-new Liquid Retina LCD as the display on the iPhone XR.\xa0Apple released the iPhone XR with a smattering of color options. Both the glass back and the metal frame are brightly colored, with the glass using an in-depth seven-layer color process to achieve the rich finish and the Apple-exclusive aluminum alloy anodized to match. Instead of 3D Touch, the iPhone XR replicates the experience through ""Haptic Touch"". Advanced Face ID lets you securely unlock your iPhone and log in to apps with just a glance.']",226.0,5.0,Hold on to charge,I love everything about it
"Apple iPhone 11, 64GB, Green - Unlocked (Renewed)","['Just the\xa0right\xa0amount of\xa0everything. A new dual‑lens rear system captures more of what you see and love. The fastest chip ever in a smartphone and all‑day battery life let you do more and charge less. And the highest‑quality video in a smartphone, so your memories look better\xa0than\xa0ever.']",302.25,5.0,iPhone,Grandson loves it
"Apple iPhone 8 Plus, 256GB, Space Gray - For AT&T / T-Mobile (Renewed)",['-'],230.25,4.0,Nice!,"I appreciated receiving this iPhone 8plus with 256GB of storage from the seller in a very timely manner. I think it arrived within 3 days. The phone came as advertised. It was a refurbished phone but came looking clean and without obvious marks, scratches or blemishes. Even though that is not a big concern to me because the first thing I do is put my phones in a protective case. My carrier had no trouble activating this unlocked phone and switching everything over and so far the phone is performing the way you would expect it to. I am satisfied with this purchase."
"Apple iPhone XR, US Version, 64GB, Black - AT&T (Renewed)","['With the iPhone XR you get a roomy 6.1-inch display, fast enough performance from Apple\'s A12 Bionic processor and good camera quality in a colorful design and affordable package. Apple has included the all-new Liquid Retina LCD as the display on the iPhone XR.\xa0Apple released the iPhone XR with a smattering of color options. Both the glass back and the metal frame are brightly colored, with the glass using an in-depth seven-layer color process to achieve the rich finish and the Apple-exclusive aluminum alloy anodized to match. Instead of 3D Touch, the iPhone XR replicates the experience through ""Haptic Touch"". Advanced Face ID lets you securely unlock your iPhone and log in to apps with just a glance.']",226.0,4.0,Good,Had a few scratches but awesome
"Apple iPhone 12 Pro Max, 128GB, Gold - Fully Unlocked (Renewed)","['This pre-owned or refurbished product has been professionally inspected and tested to work and look like new. How a product becomes part of Amazon Renewed, your destination for pre-owned, refurbished products: A customer buys a new product and returns it or trades it in for a newer or different model. That product is inspected and tested to work and look like new by Amazon-qualified suppliers. Then, the product is sold as an Amazon Renewed product on Amazon. If not satisfied with the purchase, renewed products are eligible for replacement or refund under the Amazon Renewed Guarantee.']",656.0,3.0,la barteria esta con una condicion muy baja.,Recomendaria a un precio inferior a los 650 dolares.
"Apple iPhone 11 Pro Max, US Version, 512GB, Silver - Unlocked (Renewed)","['Shoot amazing videos and photos with the Ultra Wide, Wide, and Telephoto cameras. Capture your best low-light photos with Night mode. Watch HDR movies and shows on the Super Retina XDR display—the brightest iPhone display yet. Experience unprecedented performance with A13 Bionic for gaming, augmented reality (AR), and photography. And get all-day battery life¹ and a new level of water resistance.² All in the first iPhone powerful enough to be called Pro.']",600.0,5.0,iPhone 11 pro max,I like and it’s really good quality and good work
"Apple iPhone XR, US Version, 64GB, Black - AT&T (Renewed)","['With the iPhone XR you get a roomy 6.1-inch display, fast enough performance from Apple\'s A12 Bionic processor and good camera quality in a colorful design and affordable package. Apple has included the all-new Liquid Retina LCD as the display on the iPhone XR.\xa0Apple released the iPhone XR with a smattering of color options. Both the glass back and the metal frame are brightly colored, with the glass using an in-depth seven-layer color process to achieve the rich finish and the Apple-exclusive aluminum alloy anodized to match. Instead of 3D Touch, the iPhone XR replicates the experience through ""Haptic Touch"". Advanced Face ID lets you securely unlock your iPhone and log in to apps with just a glance.']",226.0,5.0,iPhone XR,Phone came in pretty much brand new condition. I’ve had no troubles. I love this phone! :) definitely better than the 6s ;)
"Apple iPhone X, US Version, 256GB, Silver - AT&T (Renewed)","[""What's in the box: Certified Refurbished iPhone, USB Cable/Adapter.""]",264.0,1.0,Ear speaker and microphone are defective!,"[[VIDEOID:4cb5a767991dd6c9df52574d99331a49]] I was very excited about this phone, and it got delivered within two days. It looked pretty clean, though there was a minor cosmetic imperfection at the top left side. It has only been a day since I have had this phone and I have already discovered several defects.<br /><br />The ear speaker is defective. When I try calling someone, I only hear only about 20% of their voice volume. Upon looking closely, the speaker is extremely dirty and probably clogged with dust (see photo). I have had to listen to phone calls on the loudspeaker.<br /><br />Moreover, the microphone is not working either. When I send voice notes, it is as if I am speaking from a great distance. I have been unable to set up Siri. I keep on saying ""Hi Siri"" but it doesn't listen (refer to the video).<br /><br />I have only had this phone for a day, and I am going to return it tomorrow. I am extremely disappointed. It is extremely irresponsible of Amazon to send me a defective phone."
"Apple iPhone XR, US Version, 64GB, Black - AT&T (Renewed)","['With the iPhone XR you get a roomy 6.1-inch display, fast enough performance from Apple\'s A12 Bionic processor and good camera quality in a colorful design and affordable package. Apple has included the all-new Liquid Retina LCD as the display on the iPhone XR.\xa0Apple released the iPhone XR with a smattering of color options. Both the glass back and the metal frame are brightly colored, with the glass using an in-depth seven-layer color process to achieve the rich finish and the Apple-exclusive aluminum alloy anodized to match. Instead of 3D Touch, the iPhone XR replicates the experience through ""Haptic Touch"". Advanced Face ID lets you securely unlock your iPhone and log in to apps with just a glance.']",226.0,4.0,It’s okay but…,It has a bit of a scratch and the charger didn’t match plus the charging part where you plug it in has dust inside of it
"Apple iPhone 8, US Version, 256GB, Space Gray - T-Mobile (Renewed)","['The iPhone 8 is the first smartphone by Apple made exclusively of durable glass front and back, engineered to endure dust and water splash. It is powered by the 64-bit “Apple A11 Bionic” processor and has two internal storages available: 64 GB or 256 GB of flash storage. It features a 4.7-inch widescreen multi-touch IPS display (“Retina HD”) and dual cameras – a back 12-megapixel 4K camera with optical image stabilization and a front 7-megapixel “FaceTime HD” camera with 1080p video support.']",161.0,5.0,Perfect Birthday Gift,"I bought this phone for my daughter for her birthday . It was late but that was not the sellers fault, bad weather came in and delayed it. The phone couldn’t be more perfect for her"
"Apple iPhone 11 Pro Max, US Version, 512GB, Silver - Unlocked (Renewed)","['Shoot amazing videos and photos with the Ultra Wide, Wide, and Telephoto cameras. Capture your best low-light photos with Night mode. Watch HDR movies and shows on the Super Retina XDR display—the brightest iPhone display yet. Experience unprecedented performance with A13 Bionic for gaming, augmented reality (AR), and photography. And get all-day battery life¹ and a new level of water resistance.² All in the first iPhone powerful enough to be called Pro.']",600.0,5.0,"Great for price, no scratches and good battery",Great for what I wanted
"Apple iPhone XR, US Version, 64GB, Black - AT&T (Renewed)","['With the iPhone XR you get a roomy 6.1-inch display, fast enough performance from Apple\'s A12 Bionic processor and good camera quality in a colorful design and affordable package. Apple has included the all-new Liquid Retina LCD as the display on the iPhone XR.\xa0Apple released the iPhone XR with a smattering of color options. Both the glass back and the metal frame are brightly colored, with the glass using an in-depth seven-layer color process to achieve the rich finish and the Apple-exclusive aluminum alloy anodized to match. Instead of 3D Touch, the iPhone XR replicates the experience through ""Haptic Touch"". Advanced Face ID lets you securely unlock your iPhone and log in to apps with just a glance.']",226.0,5.0,works great!,i expected it to be something wayy different the. what it is but i’ve had this phone for 5 months now and it works perfect! my battery is great and it wasn't damaged.
"Apple iPhone 8, US Version, 256GB, Space Gray - T-Mobile (Renewed)","['The iPhone 8 is the first smartphone by Apple made exclusively of durable glass front and back, engineered to endure dust and water splash. It is powered by the 64-bit “Apple A11 Bionic” processor and has two internal storages available: 64 GB or 256 GB of flash storage. It features a 4.7-inch widescreen multi-touch IPS display (“Retina HD”) and dual cameras – a back 12-megapixel 4K camera with optical image stabilization and a front 7-megapixel “FaceTime HD” camera with 1080p video support.']",161.0,5.0,Nothing to say,Excellent quality 🤞🏽
"Apple iPhone SE (2nd Generation), US Version, 128GB, Red for GSM (Renewed)","[""iPhone SE is the powerful 4.7-inch iPhone. Features A13 Bionic, one of the fastest chips in a smartphone, for incredible performance in apps, games, and photography. Portrait mode for studio-quality portraits and six lighting effects. Next-generation Smart HDR for incredible detail across highlights and shadows. Cinematic-quality 4K video. And all the advanced features of iOS. With long battery life and water resistance, it's so much of the iPhone you love, in a not so big size.""]",156.15,5.0,I hate this phone!  Didnt intend to give a 5 star rating. It deserves zero stars!,"My iPhone is only black and white. It should have a color screen.  I finally found the setting to fix this!  yeah. I finally found on line how to fix this in settings. Why was it shipped this way?  Weve had so many issues with this phone. The screen magnifies itself so large you cant use the phone. The 3 finger fix shown on line doesnt work. Now its too late to return. Im do mad. I bought this for my husband but  as hes not very tech savy but since I have a 12plus max and have used an iphone for years, im very familiar with iphones and knew i could help him with it. The problem is that weve had this magnification problem several times and i can only alliw tge batter to run down so that the phone resets itself. Understand that the screen is so big you cant get into settings and do anything. I think this phone was a lemon!"
"Apple iPhone 11, 64GB, Green - Unlocked (Renewed)","['Just the\xa0right\xa0amount of\xa0everything. A new dual‑lens rear system captures more of what you see and love. The fastest chip ever in a smartphone and all‑day battery life let you do more and charge less. And the highest‑quality video in a smartphone, so your memories look better\xa0than\xa0ever.']",302.25,5.0,Worth It!!,"All i can say is “ It’s worth it” i did hesitate to buy it but it looks, feels and works like a brand new Iphone.. thank you🔥🔥🔥"
"Apple iPhone 11 Pro Max, US Version, 512GB, Silver - Unlocked (Renewed)","['Shoot amazing videos and photos with the Ultra Wide, Wide, and Telephoto cameras. Capture your best low-light photos with Night mode. Watch HDR movies and shows on the Super Retina XDR display—the brightest iPhone display yet. Experience unprecedented performance with A13 Bionic for gaming, augmented reality (AR), and photography. And get all-day battery life¹ and a new level of water resistance.² All in the first iPhone powerful enough to be called Pro.']",600.0,1.0,A waste!,Do NOT waste your time or money!
"Apple iPhone XR, US Version, 64GB, Black - AT&T (Renewed)","['With the iPhone XR you get a roomy 6.1-inch display, fast enough performance from Apple\'s A12 Bionic processor and good camera quality in a colorful design and affordable package. Apple has included the all-new Liquid Retina LCD as the display on the iPhone XR.\xa0Apple released the iPhone XR with a smattering of color options. Both the glass back and the metal frame are brightly colored, with the glass using an in-depth seven-layer color process to achieve the rich finish and the Apple-exclusive aluminum alloy anodized to match. Instead of 3D Touch, the iPhone XR replicates the experience through ""Haptic Touch"". Advanced Face ID lets you securely unlock your iPhone and log in to apps with just a glance.']",226.0,5.0,Like new,Very happy
"Apple iPhone 7 128 GB Unlocked, Gold US Version","['The latest iPhone with advanced camera, better battery life, immersive speakers and water resistance!']",,5.0,Five Stars,"Only for say thanks, everything all right"
"Apple iPhone SE (2nd Generation), US Version, 128GB, Red for GSM (Renewed)","[""iPhone SE is the powerful 4.7-inch iPhone. Features A13 Bionic, one of the fastest chips in a smartphone, for incredible performance in apps, games, and photography. Portrait mode for studio-quality portraits and six lighting effects. Next-generation Smart HDR for incredible detail across highlights and shadows. Cinematic-quality 4K video. And all the advanced features of iOS. With long battery life and water resistance, it's so much of the iPhone you love, in a not so big size.""]",156.15,5.0,The phone works great!,The phone works awsome!
Apple iPhone 7 AT&T 128 GB (Black) Locked to AT&T,"['iPhone 7 features an all-new 12MP camera with an ƒ/1.8 aperture for great low-light photos and 4K video. Optical image stabilization. A 4.7-inch Retina HD display with wide color and 3D Touch. An A10 Fusion chip for up to 2x faster performance than iPhone 6. Touch ID. Faster LTE. The longest battery life in an iPhone. Immersive stereo sound, splash and water resistant. *SIM Card Not Included*']",,1.0,Bad luck. No connection to AT&T.,"Unfortunately, bad luck with this phone. It shows NO SERVICE when trying to connect to network. AT&T determined that the antenna is damaged. Have to return."
"Apple iPhone XR, US Version, 64GB, Black - AT&T (Renewed)","['With the iPhone XR you get a roomy 6.1-inch display, fast enough performance from Apple\'s A12 Bionic processor and good camera quality in a colorful design and affordable package. Apple has included the all-new Liquid Retina LCD as the display on the iPhone XR.\xa0Apple released the iPhone XR with a smattering of color options. Both the glass back and the metal frame are brightly colored, with the glass using an in-depth seven-layer color process to achieve the rich finish and the Apple-exclusive aluminum alloy anodized to match. Instead of 3D Touch, the iPhone XR replicates the experience through ""Haptic Touch"". Advanced Face ID lets you securely unlock your iPhone and log in to apps with just a glance.']",226.0,5.0,Very satisfied with this purchase.,Very pleased with my iPhone XR
"Apple iPhone 12, 128GB, Green - AT&T (Renewed)","['This pre-owned or refurbished product has been professionally inspected and tested to work and look like new. How a product becomes part of Amazon Renewed, your destination for pre-owned, refurbished products: A customer buys a new product and returns it or trades it in for a newer or different model. That product is inspected and tested to work and look like new by Amazon-qualified suppliers. Then, the product is sold as an Amazon Renewed product on Amazon. If not satisfied with the purchase, renewed products are eligible for replacement or refund under the Amazon Renewed Guarantee.']",447.97,3.0,iPhone 12 ok-ish quality,"This is my third time buying refurbished items on Amazon with this being a ok-ish quality item. Was expecting less scuffs on it and ended up with a missing screw and a lot of scuffs (sides and cameras), 83% battery health. This is for my dad so no need to be too demanding. I will say we are satisfied."
"Apple iPhone SE (2nd Generation), US Version, 128GB, Red for GSM (Renewed)","[""iPhone SE is the powerful 4.7-inch iPhone. Features A13 Bionic, one of the fastest chips in a smartphone, for incredible performance in apps, games, and photography. Portrait mode for studio-quality portraits and six lighting effects. Next-generation Smart HDR for incredible detail across highlights and shadows. Cinematic-quality 4K video. And all the advanced features of iOS. With long battery life and water resistance, it's so much of the iPhone you love, in a not so big size.""]",156.15,1.0,"Dishonest, unprofessional seller","Dishonest, unprofessional seller. Product description states that it is unlocked and compatible with any carrier including Sprint. This is not the case. Very disappointing. Seller was very unprofessional and unhelpful in interactions on the Amazon marketplace to try to resolve this."
"Apple iPhone XS Max, US Version, 256GB, Gold - AT&T (Renewed)","['iPhone XS Max has a 6.5-inch all-screen Super Retina display. The back is glass, and there\'s a stainless steel band around the frame. The side button is on the right side of the device. There are 12MP wide-angle and telephoto cameras on the back. There\'s a Quad-LED True Tone flash on the back and a SIM tray on the right side that holds a ""fourth form factor"" (4FF) nano-SIM card. The IMEI is etched on the SIM tray.']",284.99,5.0,Mint condition,Great buy battery still at 87% I’m so happy with the price good as new thanks to the seller
"Apple iPhone 8, US Version, 256GB, Space Gray - T-Mobile (Renewed)","['The iPhone 8 is the first smartphone by Apple made exclusively of durable glass front and back, engineered to endure dust and water splash. It is powered by the 64-bit “Apple A11 Bionic” processor and has two internal storages available: 64 GB or 256 GB of flash storage. It features a 4.7-inch widescreen multi-touch IPS display (“Retina HD”) and dual cameras – a back 12-megapixel 4K camera with optical image stabilization and a front 7-megapixel “FaceTime HD” camera with 1080p video support.']",161.0,5.0,Legit,My daughters love their new phone and I am very pleased with what I purchased and how legit it really is and can be used at any  carrier thank you for the great product and easy Purchase.
"Apple iPhone 12 Mini 5G, US Version, 128GB, (Product)Red for Verizon (Renewed)","['This pre-owned or refurbished product has been professionally inspected and tested to work and look like new. How a product becomes part of Amazon Renewed, your destination for pre-owned, refurbished products: A customer buys a new product and returns it or trades it in for a newer or different model. That product is inspected and tested to work and look like new by Amazon-qualified suppliers. Then, the product is sold as an Amazon Renewed product on Amazon. If not satisfied with the purchase, renewed products are eligible for replacement or refund under the Amazon Renewed Guarantee.']",350.0,5.0,Excellent condition,"It got here quickly. My daughter loves it. No scratches, looks brand new."
"Apple iPhone XR, US Version, 64GB, Black - AT&T (Renewed)","['With the iPhone XR you get a roomy 6.1-inch display, fast enough performance from Apple\'s A12 Bionic processor and good camera quality in a colorful design and affordable package. Apple has included the all-new Liquid Retina LCD as the display on the iPhone XR.\xa0Apple released the iPhone XR with a smattering of color options. Both the glass back and the metal frame are brightly colored, with the glass using an in-depth seven-layer color process to achieve the rich finish and the Apple-exclusive aluminum alloy anodized to match. Instead of 3D Touch, the iPhone XR replicates the experience through ""Haptic Touch"". Advanced Face ID lets you securely unlock your iPhone and log in to apps with just a glance.']",226.0,3.0,"Overall good quality, but the speaker only works at up to 1/2 volume before sound is distorted","The phone is pretty good for the price. The only issue is that the speaker only goes to about 1/2 volume. Higher than that it is no louder, just more distorted. Works fine with headphones though."
"Apple iPhone 11, 64GB, Green - Unlocked (Renewed)","['Just the\xa0right\xa0amount of\xa0everything. A new dual‑lens rear system captures more of what you see and love. The fastest chip ever in a smartphone and all‑day battery life let you do more and charge less. And the highest‑quality video in a smartphone, so your memories look better\xa0than\xa0ever.']",302.25,2.0,LOCKED ??? !!!,Took phone to Verizon & was told it’s LOCKED. Was got for my teenage Daughter for Christmas & she is so disappointed as this was all she got for Christmas. Was Ordered FULLY UNLOCKED !
"Apple iPhone SE (2nd Generation), US Version, 128GB, Red for GSM (Renewed)","[""iPhone SE is the powerful 4.7-inch iPhone. Features A13 Bionic, one of the fastest chips in a smartphone, for incredible performance in apps, games, and photography. Portrait mode for studio-quality portraits and six lighting effects. Next-generation Smart HDR for incredible detail across highlights and shadows. Cinematic-quality 4K video. And all the advanced features of iOS. With long battery life and water resistance, it's so much of the iPhone you love, in a not so big size.""]",156.15,1.0,Defective product,"It seemed to work quite well and didn't find any problem. However, when I made a call, the person cannot hear my voice. I paid extra money to get a full inspection of this problem. And they explained that there is no hardware issue (I haven't used this phone), but it is an electrical malfunction of the phone's mainboard. To replace the whole mainboard, I am charged $380, which is over the price of my refurbished phone. I had to buy another phone. It might look okay, but it does not work properly. Don't waste your money here."
"Apple iPhone 11, 64GB, Green - Unlocked (Renewed)","['Just the\xa0right\xa0amount of\xa0everything. A new dual‑lens rear system captures more of what you see and love. The fastest chip ever in a smartphone and all‑day battery life let you do more and charge less. And the highest‑quality video in a smartphone, so your memories look better\xa0than\xa0ever.']",302.25,5.0,Gotta learn new swipe based interface,"The transfer from my old iP 6 was easy, the extra display space is nice, the display of text and images is a bit improvement. The little ratty transformer/charger was disapointing."
"Apple iPhone XR, US Version, 64GB, Black - AT&T (Renewed)","['With the iPhone XR you get a roomy 6.1-inch display, fast enough performance from Apple\'s A12 Bionic processor and good camera quality in a colorful design and affordable package. Apple has included the all-new Liquid Retina LCD as the display on the iPhone XR.\xa0Apple released the iPhone XR with a smattering of color options. Both the glass back and the metal frame are brightly colored, with the glass using an in-depth seven-layer color process to achieve the rich finish and the Apple-exclusive aluminum alloy anodized to match. Instead of 3D Touch, the iPhone XR replicates the experience through ""Haptic Touch"". Advanced Face ID lets you securely unlock your iPhone and log in to apps with just a glance.']",226.0,1.0,Don’t buy!!,Phone is locked don’t buy
"Apple iPhone 8, US Version, 256GB, Space Gray - T-Mobile (Renewed)","['The iPhone 8 is the first smartphone by Apple made exclusively of durable glass front and back, engineered to endure dust and water splash. It is powered by the 64-bit “Apple A11 Bionic” processor and has two internal storages available: 64 GB or 256 GB of flash storage. It features a 4.7-inch widescreen multi-touch IPS display (“Retina HD”) and dual cameras – a back 12-megapixel 4K camera with optical image stabilization and a front 7-megapixel “FaceTime HD” camera with 1080p video support.']",161.0,5.0,Great!!,Perfect..  great condition even though it is refurbished
"Apple iPhone 13 Mini, 256GB, Red - Unlocked (Renewed)","['iPhone 13 mini - The most advanced dual-camera system ever on iPhone. Lightning-fast A15 Bionic chip. A leap in battery life. Durable design. Superfast 5G. And a brighter Super Retina XDR display. The display has rounded corners that follow a beautiful curved design, and these corners are within a standard rectangle. When measured as a standard rectangular shape, the screen is 5.42 inches diagonally. Actual viewable area is less. iPhone 13 mini is spill, splash, and dust resistant and was tested under controlled laboratory conditions with a rating of IP68 under IEC standard 60529. Spill, splash, and dust resistance are not permanent conditions. Features 5.4-inch Super Retina XDR display Cinematic mode adds shallow depth of field and shifts focus automatically in your videos Advanced dual-camera system with 12MP Wide and Ultra Wide cameras; Photographic Styles, Smart HDR 4, Night mode, 4K Dolby Vision HDR recording 12MP TrueDepth front camera with Night mode, 4K Dolby Vision HDR recording A15 Bionic chip for lightning-fast performance Up to 17 hours of video playback Durable design with Ceramic Shield Industry-leading IP68 water resistance Data plan required.']",547.19,4.0,Tiny chip,So far the phone is working great. However it did have one small chip on the screen. I tried to put a screen protector on it but it kept bubbling in that area. It’s hardly noticeable without the screen protector. I’ll have to decide if I will keep it. I will update my review in a couple of days.
"Apple iPhone XS Max, 64GB, Space Gray - Unlocked (Renewed Premium)","['iPhone XS Max has a 6.5-inch all-screen Super Retina display. The back is glass, and there\'s a stainless steel band around the frame. The side button is on the right side of the device. There are 12MP wide-angle and telephoto cameras on the back. There\'s a Quad-LED True Tone flash on the back and a SIM tray on the right side that holds a ""fourth form factor"" (4FF) nano-SIM card. The IMEI is etched on the SIM tray.']",,5.0,Great battery life,Just had to put my SIM card in and that’s all<br />Looks and feels brand new
"Apple iPhone XS Max, US Version, 256GB, Gold - AT&T (Renewed)","['iPhone XS Max has a 6.5-inch all-screen Super Retina display. The back is glass, and there\'s a stainless steel band around the frame. The side button is on the right side of the device. There are 12MP wide-angle and telephoto cameras on the back. There\'s a Quad-LED True Tone flash on the back and a SIM tray on the right side that holds a ""fourth form factor"" (4FF) nano-SIM card. The IMEI is etched on the SIM tray.']",284.99,2.0,Need new screen,The screen went bad after just 1 week of having the phone
"Apple iPhone 11 Pro, 64GB, Midnight Green - Unlocked (Renewed)","['Shoot amazing videos and photos with the Ultra Wide, Wide, and Telephoto cameras. Capture your best low-light photos with Night mode. Watch HDR movies and shows on the Super Retina XDR display—the brightest iPhone display yet. Experience unprecedented performance with A13 Bionic for gaming, augmented reality (AR), and photography. All in the first iPhone powerful enough to be called Pro.']",378.18,5.0,Completamente funcional y a buen precio,"El teléfono llegó sin ningún signo de uso, funciona de maravilla. El cargador que trae aunque es genérico el teléfono carga de manera rápida. Súper recomendado."
"Apple iPhone XR, US Version, 64GB, Black - AT&T (Renewed)","['With the iPhone XR you get a roomy 6.1-inch display, fast enough performance from Apple\'s A12 Bionic processor and good camera quality in a colorful design and affordable package. Apple has included the all-new Liquid Retina LCD as the display on the iPhone XR.\xa0Apple released the iPhone XR with a smattering of color options. Both the glass back and the metal frame are brightly colored, with the glass using an in-depth seven-layer color process to achieve the rich finish and the Apple-exclusive aluminum alloy anodized to match. Instead of 3D Touch, the iPhone XR replicates the experience through ""Haptic Touch"". Advanced Face ID lets you securely unlock your iPhone and log in to apps with just a glance.']",226.0,5.0,Would buy again,Like a brand new phone! Very very impressed and would definitely purchase again. The only blemishes I noticed were BARELY noticeable scratches on the screen which were only visible when tilted toward the light. I love the phone so far and had new issues with transferring from one to another. 100% unlocked. Love my new phone!
